Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
1990,"James, Cynthia","Soothe Me, Music, Soothe Me",,English,Trinidad & Tobago,,World Literature Collection Tunapuna : Gloria V. Ferguson,Tunapuna,Trinidad & Tobago,"Tunapuna, Trinidad & Tobago",Fiction (Short Story Collection),,,1990,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2000,"James, Cynthia","Bluejean, A Novel",,English,Trinidad & Tobago,,Green Tree Press,NA,NA,"NA, NA",Fiction (Novel),,,2000,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2000,"James, Cynthia","Bluejean, A Novel",,English,Trinidad & Tobago,,Green Tree Press,D'Abadie,Trinidad & Tobago,"D'Abadie, Trinidad & Tobago",Fiction (Novel),,,2000,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2015,"James, Marlon",The Book Of Night Women,,English,Jamaica,,Oneworld Publications,London,England,"London, England",Fiction (Novel),978-1-78074-652-4,,2015,,,,,,https://en.wikipedia.org/wiki/The_Book_of_Night_Women
2009,"James, Marlon",The Book Of Night Women,,English,Jamaica,,Riverhead Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2009,,,,,,https://en.wikipedia.org/wiki/The_Book_of_Night_Women
2020,"James, Marlon","Black Leopard, Red Wolf",,English,Jamaica,,Riverhead Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-7352-2018-8,,2020,,,,,,"https://en.wikipedia.org/wiki/Black_Leopard,_Red_Wolf"
2020,"James, Marlon","Black Leopard, Red Wolf",,English,Jamaica,,Penguin Books,"Westminster, LDN",England,"Westminster, LDN, England",Fiction (Novel),978-0-7352-2018-8,,2020,,,,,,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2015,"James, Marlon",A Brief History Of Seven Killings,,English,Jamaica,,Oneworld Publications,London,England,"London, England",Fiction (Novel),978-1-59463-394-2,,2015,,,,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Seven_Killings
2019,"James, Marlon",A Brief History Of Seven Killings,,English,Jamaica,,Oneworld Publications,London,England,"London, England",Fiction (Novel),978-1-78074-635-7,,2019,,,,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Seven_Killings
2022,"James, Marlon","Moon Witch, Spider King",,English,Jamaica,,Doubleday,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-385-69035-5,,2022,,,,,,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2022,"James, Marlon","Moon Witch, Spider King: Dark Star Trilogy 2",,English,Jamaica,,Hamish Hamilton Ltd.,London,England,"London, England",Fiction (Novel),978-0-241-31443-2,,2022,,,,,,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2019,"James, Marlon","Leopardo Negro, Lobo Rojo",,Spanish,Jamaica,Spain,Seix Barral,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-322-3550-4,,2019,,,,"Calvo, Javier",,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2018,"James, Marlon",Brève Histoire De Sept Meurtres: Roman,,French,Jamaica,France,Le Livre de Poche,NA,France,"NA, France",Fiction (Novel),978-2-253-07425-0,,2018,,,,"Malfoy, Valérie",,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2016,"James, Marlon",Scurta Istorie A Sapte Crime,,English,Jamaica,,Litera Publications,Pretoria,South Africa,"Pretoria, South Africa",Fiction (Novel),978-606-33-1276-2,,2016,,,,,,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2015,"James, Marlon; Barnett, LaShonda K; Davis, Bridgett M.;",Marlon James: A Brief History Of Seven Killings ; LaShonda Katrice Barnett: Jam On The Vine ; Bridgett M. Davis: Into The Go-Slow,,English,Jamaica,,Free Library of Philadelphia,"Philadelphia, PA",United States,"Philadelphia, PA, United States",Fiction (Novel),,,2015,,,,,,https://en.wikipedia.org/wiki/Marlon_James_(novelist)
2018,"James, Marlon; Boothe, Cherise; McClain, Johnathan; Dean, Robertson; Anderson, Ryan, Rivera, Thom; Bacquie, Dwight; Younis, Robert",A Brief History Of Seven Killings,,English,Jamaica,,Clipper Audiobooks,Leicester,England,"Leicester, England",Fiction (Novel),978-1-5100-1052-9,,2018,,,,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Seven_Killings
2017,"James, Michaellee",Trees Grow Over Fences,,English,New York,,Pegasus Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-1-941859-63-6,,2017,,,,,,NA
1956,Jamsie,"“Hubert & Dora”, By “Jamsie”, Published In The Clarion Newspaper, Port Of Spain, Compiled By Lise Winer",,English,Ireland,,The Clarion Newspaper,"Clarion, PA",United States,"Clarion, PA, United States",Fiction (Novel),,,1956,,,,,,NA
1981,"Janney, Frank",Alejo Carpentier And His Early Works,,English,United States,,Tamesis Books,London,England,"London, England",Autobiography/Memoir,978-0-7293-0062-9,144,1981,,,,,,NA
2017,"Jeanty, Pierre Alex",Unspoken Feelings Of A Gentleman II,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Fiction (Novel),,192,2017,,,,,,NA
2016,"Jeanty, Pierre Alex",Unspoken Feelings Of A Gentleman II,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Fiction (Novel),978-0-9862556-7-0,190,2016,,,,,,NA
2018,"Jeanty, Pierre Alex",In Love With You,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,,54,2018,,,,,,NA
2018,"Jeanty, Pierre Alex",Him,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,,192,2018,,,,,,NA
2019,"Jeanty, Pierre Alex",Apologies That Never Came,,English,Haiti,United States,Andrews McMeel Publishing,"Kansas City, MO",United States,"Kansas City, MO, United States",Poetry Collection,978-1-5248-5064-7,96,2019,,,,,,NA
2019,"Jeanty, Pierre Alex",Apologies That Never Came,,English,Haiti,United States,Andrews McMeel Publishing,"Kansas City, MO",United States,"Kansas City, MO, United States",Poetry Collection,,96,2019,,,,,,NA
2021,"Jeanty, Pierre Alex",Heal. Grow. Love: Words To Help You Become,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,978-1-949191-15-8,163,2021,,,,,,NA
2019,"Jeanty, Pierre Alex",Ashes Of Her Love,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,,107,2019,,,,,,NA
2017,"Jeanty, Pierre Alex",Her,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,,144,2017,,,,,,NA
2017,"Jeanty, Pierre Alex",Her II,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,,163,2017,,,,,,NA
2017,"Jeanty, Pierre Alex",Her II,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Poetry Collection,978-0-9974265-6-4,164,2017,,,,,,NA
2015,"Jeanty, Pierre Alex",Unspoken Feelings Of A Gentleman,,English,Haiti,United States,Jeanius Publishing LLC,"Lehigh Acres, FL",United States,"Lehigh Acres, FL, United States",Nonfiction Book,,130,2015,,,,,,NA
2018,"Jenkins, Barbara",De Rightest Place,,English,Trinidad & Tobago,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Novel),978-1-84523-422-5,,2018,,,,,,https://en.wikipedia.org/wiki/Barbara_Jenkins
1996,"Jin, Meiling",Song Of The Boatwoman,,English,Guyana,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Short Story Collection),,,1996,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1993,"Jin, Meiling",Thieving Summer,,English,Guyana,,Hamish Hamilton Ltd.,London,England,"London, England",Fiction (Novel),978-0-241-13309-5,,1993,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1996,"Jin, Meiling",Song Of The Boatwoman,,English,Guyana,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Short Story Collection),978-0-948833-86-1,,1996,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
2007,"Jin, Meiling",Song Of The Boatwoman,,English,Guyana,,Peepal Tree Press,Leeds,England,"Leeds, England",Fiction (Short Story Collection),978-0-948833-86-1,,2007,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1985,"Jin, Meiling",Gifts From My Grandmother,,English,Guyana,,Sheba Feminist Press,London,England,"London, England",Poetry Collection,978-0-907179-44-3,,1985,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1986,"Jin, Meiling",Gifts From My Grandmother,,English,Guyana,,Sheba Feminist Press,London,England,"London, England",Poetry Collection,978-0-907179-44-3,,1986,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1993,"Jin, Meiling",Strangers In A Hostile Landscape,,English,Guyana,,Druck- & Verlagscooperative,Osnabrück,Germany,"Osnabrück, Germany",Poem,978-3-925713-15-6,,1993,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
1993,"Jin, Meiling",Fremde In feindlicher Landschaft,,German,Guyana,,Druck- & Verlagscooperative,Osnabrück,Germany,"Osnabrück, Germany",Poetry Collection,978-3-925713-15-6,,1993,,,,,,https://en.wikipedia.org/wiki/Meiling_Jin
2014,"Joachim, Jean Dany",Avec Des Mots: Poésie,,French,Haiti,,CreateSpace Independent Publishing Platform,"Scott's Valley, CA",United States,"Scott's Valley, CA, United States",Poem,978-1-4997-9212-6,,2014,,,,,,NA
1957,"John, Errol",Moon On A Rainbow Shawl,Bocas Lit Fest,English,Trinidad & Tobago,,Routledge,London,England,"London, England",Drama,,,1957,,,,,,https://en.wikipedia.org/wiki/Moon_on_a_Rainbow_Shaw
1971,"John, Gus",Because They're Black,,English,Grenada,,Penguin Books,"Harmondsworth, LDN",England,"Harmondsworth, LDN, England",Fiction (Short Story Collection),978-0-14-052287-7,204,1971,,,,,,https://en.wikipedia.org/wiki/Gus_John
2006,"John, Marie-Elena",Unburnable,,English,Antigua & Barbuda,,Amistad,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2006,,,,,,https://en.wikipedia.org/wiki/Unburnable
2008,"John, Marie-Elena",Unburnable,,English,Antigua & Barbuda,,Harper Collins,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,306,2008,,,,,,https://en.wikipedia.org/wiki/Unburnable
2021,"Jones, Cherie",How The One-Armed Sister Sweeps Her House,,English,Barbados,,"Little, Brown and Company","Boston, MA",United States,"Boston, MA, United States",Fiction (Novel),978-1-4722-6879-2,,2021,,,,,,https://en.wikipedia.org/wiki/Cherie_Jones
1991,"Jones, Evan",Tales Of The Caribbean: Anansi Stories,,English,Jamaica,United States,Irwin Publishing,Concord,Canada,"Concord, Canada",Fiction (Short Story Collection),978-0-7725-1844-6,48,1991,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1978,"Jones, Evan",Yn Hogyn Ar Longau Hwyliau,,Welsh,Jamaica,United States,Gwasg y Tir,Caernarfon,Wales,"Caernarfon, Wales",Biography,,112,1978,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1998,"Jones, Evan",Stone Haven,,English,Jamaica,United States,Heinemann,"Portsmouth, NH",United States,"Portsmouth, NH, United States",Fiction (Novel),978-0-435-98949-1,248,1998,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1968,"Jones, Evan","Understandings, Poems",,English,Jamaica,United States,Melbourne University Press,Melbourne,Australia,"Melbourne, Australia",Poetry Collection,978-0-522-83823-7,,1968,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1955,"Jones, Evan",High Gear,,English,Jamaica,United States,Bantam Books,"New York, NY",United States,"New York, NY, United States",Fiction (Short Story Collection),,168,1955,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1963,"Jones, Evan",High Gear: Great Stories About Fast Cars And Their Drivers,,English,Jamaica,United States,Bantam Books,"New York, NY",United States,"New York, NY, United States",Fiction (Short Story Collection),,184,1963,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1984,"Jones, Evan",Left At The Post,,English,Jamaica,United States,University of Queensland Press,Brisbane,Australia,"Brisbane, Australia",Poetry Collection,978-0-7022-1717-3,36,1984,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2011,"Jones, Evan",Intimate Voices: The Twentieth-Century String Quartet. Vol. 2,,English,Jamaica,United States,University of Rochester Press,"Rochester, NY",United States,"Rochester, NY, United States",Anthology,978-1-58046-322-5,,2011,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2009,"Jones, Evan",Alone At Last,,English,Jamaica,United States,Picaro Press,"Warners Bay, N.S.W.",Australia,"Warners Bay, N.S.W., Australia",Poetry Collection,978-1-920957-99-5,72,2009,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2009,"Jones, Evan",An Eperiential Account of Musical Form In Xenakis's String Quartets,Intimate voices,English,Jamaica,United States,Intimate voices,NA,NA,"NA, NA",Nonfiction Book,,,2009,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2012,"Jones, Evan",Unmanned Aerial Systems And Military Airships: The Rise Of U.S. Drones And Blimps,,English,Jamaica,United States,Nova Science Publ.,"Hauppauge, NY",United States,"Hauppauge, NY, United States",Nonfiction Book,978-1-62081-119-1,201,2012,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2020,"Jones, Evan",An Eperiential Account of Musical Form In Xenakis's String Quartets,,English,Jamaica,United States,Carcanet Press,"Manchester,UK",England,"Manchester,UK, England",Poetry Collection,978-1-78410-910-3,73,2020,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2003,"Jones, Evan",Walkable Towns: The Liveable Neighbourhoods Strategy,,English,Jamaica,United States,Ashgate Publishing,"Farnham, UK",England,"Farnham, UK, England",Nonfiction Book,978-1-85573-614-6,,2003,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2014,"Jones, Evan",Exchange Rate Movements And The South African Economy A VAR Analysis,,English,Jamaica,United States,Lambert Academic Publishing,Saarbrücken,Germany,"Saarbrücken, Germany",Nonfiction Book,978-3-659-56030-9,,2014,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1847,"Jones, Evan",The Question Answered: Who Educates The People?,,English,Jamaica,United States,Merlin Office Publishers,Il-Blata l-Bajda,Malta,"Il-Blata l-Bajda, Malta",Nonfiction Book,,172,1847,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1966,"Jones, Evan",Citadel In The Wilderness,,English,Jamaica,United States,Coward-Mccann,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,,255,1966,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1993,"Jones, Evan",Seconds Out - Round One: Boxing On Cigarette And Trade Cards,,English,Jamaica,United States,Murray Cards,London,England,"London, England",Nonfiction Book,,162,1993,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1969,"Jones, Evan",Kenneth Mackenzie,,English,Jamaica,United States,Oxford University Press,Oxford,England,"Oxford, England",Essay,978-0-19-550025-7,48,1969,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1996,"Jones, Evan",A Thanksgiving: Poems,,English,Jamaica,United States,NA,NA,NA,"NA, NA",Poetry Collection,,46,1996,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2001,"Jones, Evan",Introductions: Poets Present Poets,,English,Jamaica,United States,Fitzhenry & Whiteside,"Markham, ON",Canada,"Markham, ON, Canada",Anthology,978-1-55041-627-5,112,2001,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2003,"Jones, Evan",Nothing Fell Today But Rain: Poems,,English,Jamaica,United States,Fitzhenry & Whiteside,"Markham, ON",Canada,"Markham, ON, Canada",Poetry Collection,978-1-55041-750-0,104,2003,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1984,"Jones, Evan",Anansi Stories,,English,Jamaica,United States,Ginn and Company,Aylesbury,England,"Aylesbury, England",Fiction (Short Story Collection),978-0-602-22643-5,48,1984,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1991,"Jones, Evan",Anansi Stories,,English,Jamaica,United States,Irwin Publishing,"Concord, ON",Canada,"Concord, ON, Canada",Fiction (Short Story Collection),978-0-7725-1844-6,48,1991,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1984,"Jones, Evan",Stories From History,,English,Jamaica,United States,Ginn and Company,Aylesbury,England,"Aylesbury, England",Fiction (Short Story Collection),978-0-602-22643-5,48,1984,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1986,"Jones, Evan",Stories From History,,English,Jamaica,United States,Ginn and Company,Aylesbury,England,"Aylesbury, England",Fiction (Short Story Collection),978-0-602-22643-5,48,1986,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1991,"Jones, Evan",Stories From History,,English,Jamaica,United States,Irwin Publishing,"Concord, ON",Canada,"Concord, ON, Canada",Fiction (Short Story Collection),978-0-7725-1847-7,48,1991,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1960,"Jones, Evan",Inside The Whale: Poems,,English,Jamaica,United States,Frank W. Cheshire,Melbourne,Australia,"Melbourne, Australia",Poetry Collection,,70,1960,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1992,"Jones, Evan",Epicurean Delight: The Life And Times Of James Beard,,English,Jamaica,United States,Simon & Schuster,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-0-671-75026-8,366,1992,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1976,"Jones, Evan",The World Of Cheese,,English,Jamaica,United States,Alfred A. Knopf,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-0-394-49755-6,298,1976,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1979,"Jones, Evan",The World Of Cheese,,English,Jamaica,United States,Alfred A. Knopf,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-0-394-73622-8,298,1979,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2012,"Jones, Evan",Paralogues,,English,Jamaica,United States,Carcanet Press,Manchester,England,"Manchester, England",Poetry Collection,978-1-84777-137-7,64,2012,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1978,"Jones, Evan",Recognitions,,English,Jamaica,United States,Australian National University Press,Canberra,Australia,"Canberra, Australia",Fiction (Novel),978-0-7081-0338-8,72,1978,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
2000,"Jones, Evan",New Canadian Poetry,,English,Jamaica,United States,Fitzhenry & Whiteside,"Markham, ON",Canada,"Markham, ON, Canada",Anthology,978-1-55041-606-0,90,2000,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1979,"Jones, Evan",A Food Lover's Companion,,English,Jamaica,United States,HarperCollins,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-0-06-012288-1,389,1979,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1961,"Jones, Evan",Trappers And Mountain Men,,English,Jamaica,United States,American Heritage Pub. Co,"Rockville, MD",United States,"Rockville, MD, United States",Nonfiction Book,,153,1961,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1988,"Jones, Evan",Trappers And Mountain Men,,English,Jamaica,United States,Troll Associates,"Mahwah, NJ",United States,"Mahwah, NJ, United States",Nonfiction Book,,153,1988,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1989,"Jones, Evan",Trappers And Mountain Men,,English,Jamaica,United States,Troll Associates,"Mahwah, NJ",United States,"Mahwah, NJ, United States",Nonfiction Book,978-0-8167-1534-3,153,1989,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
1984,"Jones, Evan",Tales Of The Caribbean: Witches And Duppies,,English,Jamaica,United States,Ginn and Company,Aylesbury,England,"Aylesbury, England",Fiction (Short Story Collection),,48,1984,,,,,,https://en.wikipedia.org/wiki/Evan_Jones_(writer)
